Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Green partyhat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green slayer helmet,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Green slayer helmet (i),0,0,0,3,3,30,32,27,10,30,0,0,0.0,0,
Green tricorn hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Grey hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Grey tricorn hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Grim reaper hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Guthan's helm#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Guthan's helm#100,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Guthan's helm#25,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Guthan's helm#50,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Guthan's helm#75,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Guthan's helm#Undamaged,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Guthix coif,0,0,0,-1,7,4,7,10,4,8,0,0,0.0,1,
Guthix full helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,1,
Guthix halo#Broken,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Guthix halo#Locked,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Guthix halo#Normal,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Guthix max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Guthix mitre,0,0,0,4,0,0,0,0,4,0,0,0,0.0,5,
Half moon spectacles,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ham hood,0,0,0,0,0,0,1,2,0,1,0,0,0.0,0,
Hard hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Hardcore ironman helm,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Hat eyepatch,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Headless head,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Healer hat#Broken,-5,-5,-5,6,-5,6,8,10,7,0,0,0,0.0,0,
Healer hat#Locked,-5,-5,-5,6,-5,6,8,10,7,0,0,0,0.0,0,
Healer hat#Normal,-5,-5,-5,6,-5,6,8,10,7,0,0,0,0.0,0,
Hell cat ears,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Helm of neitiznot,0,0,0,0,0,31,29,34,3,30,3,0,0.0,3,
Helm of raedwald,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Herblore hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Highwayman mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Hitpoints hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Hood of darkness,0,0,0,4,0,0,0,0,4,0,0,0,0.0,0,
Hornwood helm,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Hosidius hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Hunter hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Hunter's honour,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Hydra slayer helmet,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Hydra slayer helmet (i),0,0,0,3,3,30,32,27,10,30,0,0,0.0,0,
Imbued guthix max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Imbued saradomin max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Imbued zamorak max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Imp mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Infernal max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Infinity hat,0,0,0,6,0,0,0,0,6,0,0,0,0.0,0,
Initiate sallet,0,0,0,-6,-2,13,14,11,-1,13,0,0,0.0,3,
Inquisitor's great helm,-2,-2,8,-5,-5,19,10,21,0,12,4,0,0.0,1,
Inverted santa hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Iron dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Iron full helm,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Iron full helm (g),0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Iron full helm (t),0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Iron med helm,0,0,0,-3,-1,4,5,3,-1,4,0,0,0.0,0,
Ironman helm,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Jack lantern mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Jester hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Jonas mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Jungle demon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Justiciar faceguard,0,0,0,-6,-2,60,63,59,-6,67,0,0,0.0,2,
Kandarin headgear 1,0,0,0,-3,-1,4,5,3,-1,4,0,0,0.0,0,
Kandarin headgear 2,0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Kandarin headgear 3,0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Kandarin headgear 4,0,0,0,-3,-1,10,11,9,-1,10,0,0,0.0,0,
Karil's coif#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Karil's coif#100,0,0,0,-1,7,6,9,12,6,10,0,0,0.0,0,
Karil's coif#25,0,0,0,-1,7,6,9,12,6,10,0,0,0.0,0,
Karil's coif#50,0,0,0,-1,7,6,9,12,6,10,0,0,0.0,0,
Karil's coif#75,0,0,0,-1,7,6,9,12,6,10,0,0,0.0,0,
Karil's coif#Undamaged,0,0,0,-1,7,6,9,12,6,10,0,0,0.0,0,
Khazard helmet,0,0,0,0,0,4,5,3,0,0,0,0,0.0,0,
Kyatt hat,0,0,0,0,-1,4,5,3,0,4,0,0,0.0,0,
Larupia hat,0,0,0,0,-1,4,5,3,0,1,0,0,0.0,0,
Lava dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Law tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Leather cowl,0,0,0,0,1,2,3,4,2,3,0,0,0.0,0,
Lederhosen hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Left eye patch,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Leprechaun hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Lesser demon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Light infinity hat,0,0,0,6,0,0,0,0,6,0,0,0,0.0,0,
Lovakengj hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Lumberjack hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Lunar helm,0,0,0,3,-2,8,7,10,2,0,0,0,0.0,0,
Magic hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Magma helm#Charged,0,0,0,-5,-5,52,55,58,0,50,5,0,0.0,0,
Magma helm#Uncharged,0,0,0,-5,-5,0,0,0,0,0,0,0,0.0,0,
Mask of balance,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mask of ranul,0,0,0,2,0,0,0,0,2,0,0,0,0.0,0,
Max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Menaphite purple hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Menaphite red hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mime mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mind helmet,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0,
Mind tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mining helmet#Lit,0,0,0,-3,-1,4,5,3,-1,4,0,0,0.0,0,
Mining helmet#Unlit,0,0,0,-3,-1,4,5,3,-1,4,0,0,0.0,0,
Mining hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mithril dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mithril full helm,0,0,0,-6,-2,13,14,11,-1,13,0,0,0.0,0,
Mithril full helm (g),0,0,0,-6,-2,13,14,11,-1,13,0,0,0.0,0,
Mithril full helm (t),0,0,0,-6,-2,13,14,11,-1,13,0,0,0.0,0,
Mithril med helm,0,0,0,-3,-1,10,11,9,-1,10,0,0,0.0,0,
Monocle,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Moonclan hat,0,0,0,3,-5,3,3,3,3,-5,0,0,0.0,0,
Moonclan helm,0,0,0,3,-5,3,3,3,3,-5,0,0,0.0,0,
Mudskipper hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mummy's head,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Music hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Musketeer hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Myre snelm (pointed),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Myre snelm (round),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Mystic hat,0,0,0,4,0,0,0,0,4,0,0,0,0.0,0,
Mystic hat (dark),0,0,0,4,0,0,0,0,4,0,0,0,0.0,0,
Mystic hat (dusk),0,0,0,4,0,0,0,0,4,0,0,0,0.0,0,
Mystic hat (light),0,0,0,4,0,0,0,0,4,0,0,0,0.0,0,
Mythical max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Nature tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Navy cavalier,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Neitiznot faceguard,0,0,0,0,0,36,34,38,3,34,6,0,0.0,3,
Nose peg,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Nurse hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Obsidian helmet,0,0,0,0,0,25,23,26,0,24,3,0,0.0,0,
Ochre snelm (pointed),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Ochre snelm (round),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Old demon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
One barrel,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Orange boater,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ornate helm,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Partyhat & specs,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Penguin mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pink boater,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pink hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Pink headband,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pirate bandana (Trouble Brewing),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pirate bandana (blue),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pirate bandana (brown),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pirate bandana (red),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pirate bandana (white),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pirate hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pirate hat & patch,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pirate's hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Piscarilius hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pith helmet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Prayer hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Progress hat#Dull,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Progress hat#Energised,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Progress hat#Full,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Propeller hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Proselyte sallet,0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,4,
Prospector helmet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Purple boater,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Purple hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Purple partyhat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Purple slayer helmet,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Purple slayer helmet (i),0,0,0,3,3,30,32,27,10,30,0,0,0.0,0,
Purple tricorn hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pyromancer hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Quest point hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Rainbow partyhat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ram skull helm,0,0,0,0,-2,19,21,16,0,19,0,0,0.0,0,
Ranger hat#Broken,-5,-5,-5,-5,6,7,10,11,5,8,0,0,0.0,0,
Ranger hat#Locked,-5,-5,-5,-5,6,7,10,11,5,8,0,0,0.0,0,
Ranger hat#Normal,-5,-5,-5,-5,6,7,10,11,5,8,0,0,0.0,0,
Ranging hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red beret,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red boater,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red cavalier,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red halloween mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Red headband,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red partyhat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red slayer helmet,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Red slayer helmet (i),0,0,0,3,3,30,32,27,10,30,0,0,0.0,0,
Red tricorn hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Reindeer hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Reinforced goggles,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Right eye patch,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Robin hood hat,0,0,0,-10,8,4,6,8,4,4,0,0,0.0,0,
Rock-shell helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rogue mask,0,0,0,0,0,5,5,5,5,5,0,0,0.0,0,
Rogue's revenge,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Royal crown,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Rune dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Rune full helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune full helm (g),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune full helm (t),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune helm (h1),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune helm (h2),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune helm (h3),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune helm (h4),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune helm (h5),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Arrav),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Asgarnia),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Dorgeshuun),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Dragon),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Fairy),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Guthix),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (HAM),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Horse),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Jogre),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Kandarin),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Misthalin),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Money),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Saradomin),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Skull),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Varrock),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune heraldic helm (Zamorak),0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Rune med helm,0,0,0,-3,-1,22,23,21,-1,22,0,0,0.0,0,
Runecraft hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Runner hat#Broken,0,0,0,0,0,30,32,27,1,30,0,0,0.0,0,
Runner hat#Locked,0,0,0,0,0,30,32,27,1,30,0,0,0.0,0,
Runner hat#Normal,0,0,0,0,0,30,32,27,1,30,0,0,0.0,0,
Sagacious spectacles,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Samurai kasa,0,0,0,0,0,16,17,15,4,16,0,0,0.0,0,
Sandwich lady hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Santa hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Santa mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Saradomin coif,0,0,0,-1,7,4,7,10,4,8,0,0,0.0,1,
Saradomin full helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,1,
Saradomin halo#Broken,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Saradomin halo#Locked,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Saradomin halo#Normal,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Saradomin max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Saradomin mitre,0,0,0,4,0,0,0,0,4,0,0,0,0.0,5,
Seren halo#Broken,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Seren halo#Locked,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Seren halo#Normal,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Serpentine helm#Charged,0,0,0,-5,-5,52,55,58,0,50,5,0,0.0,0,
Serpentine helm#Uncharged,0,0,0,-5,-5,0,0,0,0,0,0,0,0.0,0,
Shaman mask,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Shayzien helm (1),0,0,0,-5,-2,3,5,4,-1,5,0,0,0.0,0,
Shayzien helm (2),0,0,0,-5,-2,5,8,6,-1,7,0,0,0.0,0,
Shayzien helm (3),0,0,0,-6,-2,7,10,8,-2,9,0,0,0.0,0,
Shayzien helm (4),0,0,0,-6,-2,8,12,10,-2,11,0,0,0.0,0,
Shayzien helm (5),0,0,0,-6,-2,10,14,12,-2,13,0,0,0.0,0,
Shayzien hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Silly jester hat,0,0,0,0,0,0,0,0,5,-5,0,0,0.0,0,
Skeletal helm,0,0,0,2,-2,10,9,11,3,0,0,0,0.0,0,
Skeleton mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Slayer helmet,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Slayer helmet (i),0,0,0,3,3,30,32,27,10,30,0,0,0.0,0,
Slayer hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Sleeping cap,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Smithing hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Snakeskin bandana,0,0,0,-5,4,2,4,4,2,2,0,0,0.0,0,
Snow imp costume head,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Spined helm,-6,-6,-6,-6,6,6,6,6,6,0,0,0,0.0,0,
Spiny helmet,0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Spirit angler headband,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Splitbark helm,0,0,0,3,-2,10,9,11,3,0,0,0,0.0,0,
Spookier hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Spooky hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Star-face,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Steel dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Steel full helm,0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel full helm (g),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel full helm (t),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Arrav),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Asgarnia),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Dorgeshuun),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Dragon),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Fairy),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Guthix),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (HAM),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Horse),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Jogre),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Kandarin),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Misthalin),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Money),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Saradomin),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Skull),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Varrock),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel heraldic helm (Zamorak),0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Steel med helm,0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Strength hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Swampbark helm,0,0,0,4,0,13,11,14,5,0,0,0,0.0,0,
Tan cavalier,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tanzanite helm#Charged,0,0,0,-5,-5,52,55,58,0,50,5,0,0.0,0,
Tanzanite helm#Uncharged,0,0,0,-5,-5,0,0,0,0,0,0,0,0.0,0,
Teal hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Thieving hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Three barrels,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Top hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Top hat & monocle,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Torag's helm#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Torag's helm#100,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Torag's helm#25,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Torag's helm#50,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Torag's helm#75,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Torag's helm#Undamaged,0,0,0,-6,-2,55,58,54,-1,62,0,0,0.0,0,
Trailblazer hood (t1),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Trailblazer hood (t2),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Trailblazer hood (t3),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tri-jester hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tribal mask (blue),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tribal mask (green),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tribal mask (orange),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Turquoise hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Turquoise slayer helmet,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Turquoise slayer helmet (i),0,0,0,3,3,30,32,27,10,30,0,0,0.0,0,
Twisted ancestral hat,0,0,0,8,-2,12,11,13,5,0,0,0,0.02,0,
Twisted hat (t1),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Twisted hat (t2),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Twisted hat (t3),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Twisted slayer helmet,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Twisted slayer helmet (i),0,0,0,3,3,30,32,27,10,30,0,0,0.0,0,
Two barrels,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tyras helm,0,0,0,-6,-2,9,10,7,-1,9,0,0,0.0,0,
Ultimate ironman helm,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Uri's hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Verac's helm#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Verac's helm#100,0,0,0,-6,-2,55,58,54,0,56,0,0,0.0,3,
Verac's helm#25,0,0,0,-6,-2,55,58,54,0,56,0,0,0.0,3,
Verac's helm#50,0,0,0,-6,-2,55,58,54,0,56,0,0,0.0,3,
Verac's helm#75,0,0,0,-6,-2,55,58,54,0,56,0,0,0.0,3,
Verac's helm#Undamaged,0,0,0,-6,-2,55,58,54,0,56,0,0,0.0,3,
Villager hat (blue),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Villager hat (brown),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Villager hat (pink),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Villager hat (yellow),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Void mage helm#Broken,0,0,0,0,0,6,6,6,6,6,0,0,0.0,0,
Void mage helm#Locked,0,0,0,0,0,6,6,6,6,6,0,0,0.0,0,
Void mage helm#Normal,0,0,0,0,0,6,6,6,6,6,0,0,0.0,0,
Void melee helm#Broken,0,0,0,0,0,6,6,6,6,6,0,0,0.0,0,
Void melee helm#Locked,0,0,0,0,0,6,6,6,6,6,0,0,0.0,0,
Void melee helm#Normal,0,0,0,0,0,6,6,6,6,6,0,0,0.0,0,
Void ranger helm#Broken,0,0,0,0,0,6,6,6,6,6,0,0,0.0,0,
Void ranger helm#Locked,0,0,0,0,0,6,6,6,6,6,0,0,0.0,0,
