Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Tribal top (yellow),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Turquoise robe top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Twisted ancestral robe top,0,0,0,35,-8,42,31,51,28,0,0,0,0.02,0,
Twisted coat (t1),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Twisted coat (t2),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Twisted coat (t3),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ultimate ironman platebody,0,0,0,-30,-10,21,20,12,-6,20,0,0,0.0,0,
Varrock armour 1,0,0,0,-30,-10,32,31,24,-6,31,0,0,0.0,0,
Varrock armour 2,0,0,0,-30,-10,41,40,30,-6,40,0,0,0.0,0,
Varrock armour 3,0,0,0,-30,-10,46,44,38,-6,44,0,0,0.0,0,
Varrock armour 4,0,0,0,-30,-10,65,63,55,-6,63,0,0,0.0,0,
Verac's brassard#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Verac's brassard#100,0,0,0,-6,-2,81,95,85,0,81,0,0,0.0,5,
Verac's brassard#25,0,0,0,-6,-2,81,95,85,0,81,0,0,0.0,5,
Verac's brassard#50,0,0,0,-6,-2,81,95,85,0,81,0,0,0.0,5,
Verac's brassard#75,0,0,0,-6,-2,81,95,85,0,81,0,0,0.0,5,
Verac's brassard#Undamaged,0,0,0,-6,-2,81,95,85,0,81,0,0,0.0,5,
Void knight top#Broken,0,0,0,0,0,45,45,45,45,45,0,0,0.0,0,
Void knight top#Locked,0,0,0,0,0,45,45,45,45,45,0,0,0.0,0,
Void knight top#Normal,0,0,0,0,0,45,45,45,45,45,0,0,0.0,0,
Vyre noble blazer (grey),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble blazer (purple),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble blazer (red),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble corset (grey),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble corset (purple),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble corset (red),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble dress top (grey),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble dress top (purple),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble dress top (red),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble vest (grey),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble vest (purple),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyre noble vest (red),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Vyrewatch top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
White apron,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
White chainbody,0,0,0,-15,0,22,32,39,-3,24,0,0,0.0,1,
White elegant blouse,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
White platebody,0,0,0,-30,-10,41,40,30,-6,40,0,0,0.0,1,
Wood camo top,0,0,0,0,0,10,15,19,0,12,0,0,0.0,0,
Woven top (blue),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Woven top (brown),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Woven top (yellow),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Xerician top,0,0,0,12,0,0,0,0,10,0,0,0,0.0,0,
Yak-hide armour (top),0,0,0,-5,0,25,20,15,-2,25,0,0,0.0,0,
Yellow robe top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Zamorak d'hide body,0,0,0,-15,30,55,47,60,50,55,0,0,0.0,1,
Zamorak monk top,0,0,0,2,0,0,0,0,3,0,0,0,0.0,3,
Zamorak platebody,0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,1,
Zamorak robe top,0,0,0,4,0,0,0,0,4,0,0,0,0.0,6,
Zealot's robe top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Zombie shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,

