Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Infernal pickaxe (or)#Charged,38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal pickaxe (or)#Uncharged,38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal pickaxe#Charged,38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal pickaxe#Uncharged,38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Inquisitor's mace,52,-4,95,0,0,0,0,0,0,0,89,0,0.0,2,4.0
Iron axe,-2,5,3,0,0,0,1,0,0,0,7,0,0.0,0,5.0
Iron battleaxe,-2,8,5,0,0,0,0,0,0,-1,13,0,0.0,0,6.0
Iron crossbow,0,0,0,0,42,0,0,0,0,0,0,0,0.0,0,6.0
Iron dagger#(p),5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Iron dagger#(p+),5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Iron dagger#(p++),5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Iron dagger#(unp),5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Iron dart#(p),0,0,0,0,4,0,0,0,0,0,0,3,0.0,0,3.0
Iron dart#(p+),0,0,0,0,4,0,0,0,0,0,0,3,0.0,0,3.0
Iron dart#(p++),0,0,0,0,4,0,0,0,0,0,0,3,0.0,0,3.0
Iron dart#(unp),0,0,0,0,4,0,0,0,0,0,0,3,0.0,0,3.0
Iron hasta#(kp),8,8,8,0,0,-2,-2,-2,0,-2,10,0,0.0,0,5.0
Iron hasta#(p),8,8,8,0,0,-2,-2,-2,0,-2,10,0,0.0,0,5.0
Iron hasta#(p+),8,8,8,0,0,-2,-2,-2,0,-2,10,0,0.0,0,5.0
Iron hasta#(p++),8,8,8,0,0,-2,-2,-2,0,-2,10,0,0.0,0,5.0
Iron hasta#(unp),8,8,8,0,0,-2,-2,-2,0,-2,10,0,0.0,0,5.0
Iron knife#(p),0,0,0,0,5,0,0,0,0,0,0,4,0.0,0,3.0
Iron knife#(p+),0,0,0,0,5,0,0,0,0,0,0,4,0.0,0,3.0
Iron knife#(p++),0,0,0,0,5,0,0,0,0,0,0,4,0.0,0,3.0
Iron knife#(unp),0,0,0,0,5,0,0,0,0,0,0,4,0.0,0,3.0
Iron longsword,6,8,-2,0,0,0,3,2,0,0,10,0,0.0,0,5.0
Iron mace,4,-2,9,0,0,0,0,0,0,0,7,0,0.0,1,5.0
Iron pickaxe,5,-2,3,0,0,0,1,0,0,0,7,0,0.0,0,5.0
Iron pickaxe (nz),5,-2,3,0,0,0,1,0,0,0,7,0,0.0,0,5.0
Iron scimitar,2,10,-2,0,0,0,1,0,0,0,9,0,0.0,0,4.0
Iron sickle,0,0,0,0,0,0,1,1,1,1,1,0,0.0,0,5.0
Iron sword,6,4,-2,0,0,0,2,1,0,0,7,0,0.0,0,4.0
Iron thrownaxe,0,0,0,0,5,0,0,0,0,0,0,7,0.0,0,5.0
Iron warhammer,-4,-4,11,-4,0,0,0,0,0,0,9,0,0.0,0,6.0
Ivandis flail,24,38,62,8,0,4,4,2,8,0,42,0,0.0,5,5.0
Jade machete,0,11,-2,0,0,0,1,1,0,0,6,0,0.0,0,4.0
Karamjan monkey greegree,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Keris#(p),40,20,-10,2,0,0,0,0,2,0,30,0,0.0,2,4.0
Keris#(p+),40,20,-10,2,0,0,0,0,2,0,30,0,0.0,2,4.0
Keris#(p++),40,20,-10,2,0,0,0,0,2,0,30,0,0.0,2,4.0
Keris#(unp),40,20,-10,2,0,0,0,0,2,0,30,0,0.0,2,4.0
Killer's knife,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Kitchen knife,25,12,-4,1,0,0,0,0,1,0,24,0,0.0,0,4.0
Kodai wand,0,0,0,28,0,0,3,3,20,0,0,0,0.15,0,4.0
Kruk monkey greegree,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Lava battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Lava battlestaff (or),7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Leaf-bladed battleaxe,-2,72,72,0,0,0,0,0,0,-1,92,0,0.0,0,5.0
Leaf-bladed sword,67,62,0,0,0,0,0,0,0,0,50,0,0.0,0,4.0
Lovakengj banner,12,12,12,0,0,1,1,0,0,0,12,0,0.0,0,5.0
Lucky cutlass,5,20,0,-5,0,6,6,6,0,0,25,0,0.0,0,4.0
Lucky shot flag,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Lunar staff,3,2,16,13,0,2,3,2,13,1,15,0,0.0,3,5.0
Lunar staff - pt1,-1,-1,10,10,0,2,3,1,10,0,10,0,0.0,0,4.0
Lunar staff - pt2,-1,-1,10,10,0,2,3,1,10,0,10,0,0.0,0,4.0
Lunar staff - pt3,-1,-1,10,10,0,2,3,1,10,0,10,0,0.0,0,4.0
Lyre,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Machete,0,6,-2,0,0,0,0,0,0,0,5,0,0.0,0,5.0
Magic butterfly net,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6.0
Magic secateurs,7,9,-5,1,0,0,1,0,1,0,1,0,0.0,0,5.0
Magic secateurs (nz),7,9,-5,1,0,0,1,0,1,0,1,0,0.0,0,5.0
Magic staff,2,-1,10,10,0,2,3,1,10,0,7,0,0.0,0,5.0
Maple blackjack,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0,4.0
Maple blackjack(d),0,0,0,0,0,0,0,24,0,0,20,0,0.0,0,4.0
Maple blackjack(o),0,0,24,0,0,0,0,0,0,0,20,0,0.0,0,4.0
Master wand,0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,4.0
Meat tenderiser,-4,-4,53,-4,0,0,0,0,0,0,48,0,0.0,0,6.0
Mist battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Mithril axe,-2,12,10,0,0,0,1,0,0,0,13,0,0.0,0,5.0
Mithril battleaxe,-2,22,17,0,0,0,0,0,0,-1,29,0,0.0,0,6.0
Mithril crossbow,0,0,0,0,66,0,0,0,0,0,0,0,0.0,0,6.0
Mithril dagger#(p),11,5,-4,1,0,0,0,0,1,0,10,0,0.0,0,4.0
Mithril dagger#(p+),11,5,-4,1,0,0,0,0,1,0,10,0,0.0,0,4.0
Mithril dagger#(p++),11,5,-4,1,0,0,0,0,1,0,10,0,0.0,0,4.0
Mithril dagger#(unp),11,5,-4,1,0,0,0,0,1,0,10,0,0.0,0,4.0
Mithril dart#(p),0,0,0,0,8,0,0,0,0,0,0,7,0.0,0,3.0
Mithril dart#(p+),0,0,0,0,8,0,0,0,0,0,0,7,0.0,0,3.0
Mithril dart#(p++),0,0,0,0,8,0,0,0,0,0,0,7,0.0,0,3.0
Mithril dart#(unp),0,0,0,0,8,0,0,0,0,0,0,7,0.0,0,3.0
Mithril hasta#(kp),17,17,17,0,0,-5,-5,-4,0,-5,18,0,0.0,0,5.0
Mithril hasta#(p),17,17,17,0,0,-5,-5,-4,0,-5,18,0,0.0,0,5.0
Mithril hasta#(p+),17,17,17,0,0,-5,-5,-4,0,-5,18,0,0.0,0,5.0
Mithril hasta#(p++),17,17,17,0,0,-5,-5,-4,0,-5,18,0,0.0,0,5.0
Mithril hasta#(unp),17,17,17,0,0,-5,-5,-4,0,-5,18,0,0.0,0,5.0
Mithril knife#(p),0,0,0,0,11,0,0,0,0,0,0,10,0.0,0,3.0
Mithril knife#(p+),0,0,0,0,11,0,0,0,0,0,0,10,0.0,0,3.0
Mithril knife#(p++),0,0,0,0,11,0,0,0,0,0,0,10,0.0,0,3.0
Mithril knife#(unp),0,0,0,0,11,0,0,0,0,0,0,10,0.0,0,3.0
Mithril longsword,15,20,-2,0,0,0,3,2,0,0,22,0,0.0,0,5.0
Mithril mace,11,-2,18,0,0,0,0,0,0,0,16,0,0.0,3,5.0
Mithril pickaxe,12,-2,10,0,0,0,1,0,0,0,13,0,0.0,0,5.0
Mithril pickaxe (nz),12,-2,10,0,0,0,1,0,0,0,13,0,0.0,0,5.0
Mithril scimitar,5,21,-2,0,0,0,1,0,0,0,20,0,0.0,0,4.0
Mithril sword,16,11,-2,0,0,0,2,1,0,0,17,0,0.0,0,4.0
Mithril thrownaxe,0,0,0,0,12,0,0,0,0,0,0,16,0.0,0,5.0
Mithril warhammer,-4,-4,25,-4,0,0,0,0,0,0,20,0,0.0,0,6.0
Mixed flowers,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Monkey talisman,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Morrigan's javelin,0,0,0,0,105,0,0,0,0,0,0,145,0.0,0,6.0
Mouse toy,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Mud battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Mud pie,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Mystic air staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic dust staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic earth staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic fire staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic lava staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic lava staff (or),10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic mist staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic mud staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic smoke staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic steam staff,7,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic steam staff (or),7,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Mystic water staff,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Nightmare staff,0,0,0,16,0,0,0,0,14,0,0,0,0.15,0,5.0
Ninja monkey greegree (medium),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ninja monkey greegree (small),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Noose wand,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Oak blackjack,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,4.0
Oak blackjack(d),0,0,0,0,0,0,0,4,0,0,4,0,0.0,0,4.0
Oak blackjack(o),0,0,4,0,0,0,0,0,0,0,4,0,0.0,0,4.0
Oily pearl fishing rod,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Opal machete,0,8,-2,0,0,0,1,1,0,0,4,0,0.0,0,4.0
Orange flowers,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Peaceful handegg,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Pearl barbarian rod,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Pearl fishing rod,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Pearl fly fishing rod,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Phasmatys flag,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Phoenix crossbow,0,0,0,0,6,0,0,0,0,0,0,0,0.0,0,6.0
Piscarilius banner,12,12,12,0,0,1,1,0,0,0,12,0,0.0,0,5.0
Prop sword,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Purple flowers,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Rapier,45,7,-2,0,0,0,1,0,0,0,44,0,0.0,0,4.0
Rat pole#Empty,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rat pole#Five_rats,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rat pole#Four_rats,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rat pole#One_rat,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rat pole#Six_rats,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rat pole#Three_rats,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rat pole#Two_rats,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Red chinchompa,0,0,0,0,70,0,0,0,0,0,0,15,0.0,0,4.0
Red flowers,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Red topaz machete,0,16,-2,0,0,0,1,1,0,0,10,0,0.0,0,4.0
Rod of ivandis#(1),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(10),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(2),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(3),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(4),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(5),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(6),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(7),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(8),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rod of ivandis#(9),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Rolling pin,20,-2,39,0,0,0,0,0,0,0,36,0,0.0,4,5.0
Royal sceptre,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Rubber chicken,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Ruby sickle (b),0,0,0,0,0,0,1,1,1,1,4,0,0.0,5,5.0
Rune axe,-2,26,24,0,0,0,1,0,0,0,29,0,0.0,0,5.0
Rune battleaxe,-2,48,43,0,0,0,0,0,0,-1,64,0,0.0,0,6.0
Rune cane,20,-2,39,0,0,0,0,0,0,0,36,0,0.0,4,5.0
Rune crossbow,0,0,0,0,90,0,0,0,0,0,0,0,0.0,0,6.0
Rune dagger#(p),25,12,-4,1,0,0,0,0,1,0,24,0,0.0,0,4.0
Rune dagger#(p+),25,12,-4,1,0,0,0,0,1,0,24,0,0.0,0,4.0
Rune dagger#(p++),25,12,-4,1,0,0,0,0,1,0,24,0,0.0,0,4.0
Rune dagger#(unp),25,12,-4,1,0,0,0,0,1,0,24,0,0.0,0,4.0
Rune dart#(p),0,0,0,0,15,0,0,0,0,0,0,14,0.0,0,3.0
Rune dart#(p+),0,0,0,0,15,0,0,0,0,0,0,14,0.0,0,3.0
Rune dart#(p++),0,0,0,0,15,0,0,0,0,0,0,14,0.0,0,3.0
Rune dart#(unp),0,0,0,0,15,0,0,0,0,0,0,14,0.0,0,3.0
Rune hasta#(kp),36,36,36,0,0,-10,-10,-9,0,-10,42,0,0.0,0,5.0
Rune hasta#(p),36,36,36,0,0,-10,-10,-9,0,-10,42,0,0.0,0,5.0
Rune hasta#(p+),36,36,36,0,0,-10,-10,-9,0,-10,42,0,0.0,0,5.0
Rune hasta#(p++),36,36,36,0,0,-10,-10,-9,0,-10,42,0,0.0,0,5.0
Rune hasta#(unp),36,36,36,0,0,-10,-10,-9,0,-10,42,0,0.0,0,5.0
Rune knife#(p),0,0,0,0,25,0,0,0,0,0,0,24,0.0,0,3.0
Rune knife#(p+),0,0,0,0,25,0,0,0,0,0,0,24,0.0,0,3.0
Rune knife#(p++),0,0,0,0,25,0,0,0,0,0,0,24,0.0,0,3.0
Rune knife#(unp),0,0,0,0,25,0,0,0,0,0,0,24,0.0,0,3.0
Rune longsword,38,47,-2,0,0,0,3,2,0,0,49,0,0.0,0,5.0
Rune mace,20,-2,39,0,0,0,0,0,0,0,36,0,0.0,4,5.0
Rune pickaxe,26,-2,24,0,0,0,1,0,0,0,29,0,0.0,0,5.0
Rune pickaxe (nz),26,-2,24,0,0,0,1,0,0,0,29,0,0.0,0,5.0
Rune scimitar,7,45,-2,0,0,0,1,0,0,0,44,0,0.0,0,4.0
Rune scimitar (guthix),7,45,-2,0,0,0,1,0,0,0,44,0,0.0,0,4.0
Rune scimitar (saradomin),7,45,-2,0,0,0,1,0,0,0,44,0,0.0,0,4.0
Rune scimitar (zamorak),7,45,-2,0,0,0,1,0,0,0,44,0,0.0,0,4.0
Rune sword,38,26,-2,0,0,0,2,1,0,0,39,0,0.0,0,4.0
Rune thrownaxe,0,0,0,0,26,0,0,0,0,0,0,36,0.0,0,5.0
Rune warhammer,-4,-4,53,-4,0,0,0,0,0,0,48,0,0.0,0,6.0
Sanguinesti staff#Charged,0,0,0,25,-4,2,3,1,15,0,0,0,0.0,0,4.0
Sanguinesti staff#Uncharged,0,0,0,25,-4,2,3,1,15,0,0,0,0.0,0,4.0
Sarachnis cudgel,30,0,70,0,0,0,0,0,0,0,70,0,0.0,0,4.0
Saradomin banner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Saradomin crozier,7,-1,25,10,0,2,3,1,10,0,32,0,0.0,6,5.0
Saradomin staff,-1,-1,6,6,0,2,3,1,6,0,2,0,0.0,0,5.0
Severed leg,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Shayzien banner,12,12,12,0,0,1,1,0,0,0,12,0,0.0,0,5.0
Silver sickle,0,0,0,0,0,0,1,1,1,1,1,0,0.0,0,5.0
Silver sickle (b),0,0,0,0,0,0,1,1,1,1,1,0,0.0,5,5.0
Silverlight#Dyed,9,14,-2,0,0,0,3,2,1,0,12,0,0.0,0,5.0
Silverlight#Normal,9,14,-2,0,0,0,3,2,1,0,12,0,0.0,0,5.0
Skewer,20,29,-2,0,0,0,3,2,0,0,31,0,0.0,0,5.0
Skull sceptre,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Skull sceptre (i),0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Slayer's staff,7,-1,25,12,0,2,3,1,10,0,35,0,0.0,0,4.0
Slayer's staff (e),7,-1,25,12,0,2,3,1,10,0,35,0,0.0,0,4.0
Smoke battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Snowball,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Spork,11,8,-2,0,0,0,2,1,0,0,12,0,0.0,0,4.0
Staff,0,-1,7,4,0,2,3,1,4,0,3,0,0.0,0,5.0
Staff of air,0,-1,7,10,0,2,3,1,10,0,3,0,0.0,0,5.0
Staff of balance,55,70,0,17,0,0,3,3,17,0,72,0,0.15,0,4.0
Staff of bob the cat,2,-1,10,10,0,2,3,1,10,0,7,0,0.0,0,5.0
Staff of earth,1,-1,9,10,0,2,3,1,10,0,5,0,0.0,0,5.0
Staff of fire,3,-1,9,10,0,2,3,1,10,0,6,0,0.0,0,5.0
Staff of light,55,70,0,17,0,0,3,3,17,0,72,0,0.15,0,4.0
Staff of the dead,55,70,0,17,0,0,3,3,17,0,72,0,0.15,0,4.0
Staff of water,0,-1,7,10,0,2,3,1,10,0,3,0,0.0,0,5.0
Stale baguette,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Statius's warhammer,-4,-4,123,0,0,0,0,0,0,0,114,0,0.0,0,5.0
Steam battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Steam battlestaff (or),7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Steel axe,-2,8,6,0,0,0,1,0,0,0,9,0,0.0,0,5.0
Steel battleaxe,-2,16,11,0,0,0,0,0,0,-1,20,0,0.0,0,6.0
Steel crossbow,0,0,0,0,54,0,0,0,0,0,0,0,0.0,0,6.0
Steel dagger#(p),8,4,-4,1,0,0,0,0,1,0,7,0,0.0,0,4.0
Steel dagger#(p+),8,4,-4,1,0,0,0,0,1,0,7,0,0.0,0,4.0
Steel dagger#(p++),8,4,-4,1,0,0,0,0,1,0,7,0,0.0,0,4.0
Steel dagger#(unp),8,4,-4,1,0,0,0,0,1,0,7,0,0.0,0,4.0
Steel dart#(p),0,0,0,0,5,0,0,0,0,0,0,4,0.0,0,3.0
Steel dart#(p+),0,0,0,0,5,0,0,0,0,0,0,4,0.0,0,3.0
Steel dart#(p++),0,0,0,0,5,0,0,0,0,0,0,4,0.0,0,3.0
Steel dart#(unp),0,0,0,0,5,0,0,0,0,0,0,4,0.0,0,3.0
Steel hasta#(kp),12,12,12,0,0,-3,-3,-3,0,-3,12,0,0.0,0,5.0
Steel hasta#(p),12,12,12,0,0,-3,-3,-3,0,-3,12,0,0.0,0,5.0
Steel hasta#(p+),12,12,12,0,0,-3,-3,-3,0,-3,12,0,0.0,0,5.0
Steel hasta#(p++),12,12,12,0,0,-3,-3,-3,0,-3,12,0,0.0,0,5.0
Steel hasta#(unp),12,12,12,0,0,-3,-3,-3,0,-3,12,0,0.0,0,5.0
Steel knife#(p),0,0,0,0,8,0,0,0,0,0,0,7,0.0,0,3.0
Steel knife#(p+),0,0,0,0,8,0,0,0,0,0,0,7,0.0,0,3.0
Steel knife#(p++),0,0,0,0,8,0,0,0,0,0,0,7,0.0,0,3.0
Steel knife#(unp),0,0,0,0,8,0,0,0,0,0,0,7,0.0,0,3.0
Steel longsword,9,14,-2,0,0,0,3,2,0,0,16,0,0.0,0,5.0
Steel mace,7,-2,13,0,0,0,0,0,0,0,11,0,0.0,2,5.0
Steel pickaxe,8,-2,6,0,0,0,1,0,0,0,9,0,0.0,0,5.0
Steel scimitar,3,15,-2,0,0,0,1,0,0,0,14,0,0.0,0,4.0
Steel sword,11,8,-2,0,0,0,2,1,0,0,12,0,0.0,0,4.0
Steel thrownaxe,0,0,0,0,8,0,0,0,0,0,0,11,0.0,0,5.0
Steel warhammer,-4,-4,18,-4,0,0,0,0,0,0,16,0,0.0,0,6.0
Swift blade,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3.0
Teacher wand,0,0,0,15,0,0,0,0,15,0,0,0,0.0,0,4.0
Thammaron's sceptre#Charged,0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,4.0
Thammaron's sceptre#Uncharged,0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,4.0
Toktz-xil-ak,47,38,-2,0,0,2,3,0,0,0,49,0,0.0,0,4.0
Toktz-xil-ek,16,48,0,0,0,0,0,0,0,0,39,0,0.0,0,4.0
Toktz-xil-ul,0,0,0,0,69,0,0,0,0,0,0,49,0.0,0,4.0
Toxic staff of the dead#Charged,55,70,0,25,0,0,3,3,17,0,72,0,0.15,0,4.0
Toxic staff of the dead#Uncharged,55,70,0,17,0,0,3,3,17,0,72,0,0.15,0,4.0
Trailblazer banner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Trailblazer cane,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Training sword,4,3,-2,0,0,0,2,1,0,0,5,0,0.0,0,4.0
Treasure flag,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Trident of the seas (e)#Charged,0,0,0,15,0,2,3,1,15,0,0,0,0.0,0,4.0
Trident of the seas (e)#Uncharged,0,0,0,15,0,2,3,1,15,0,0,0,0.0,0,4.0
Trident of the seas#Charged,0,0,0,15,0,2,3,1,15,0,0,0,0.0,0,4.0
Trident of the seas#Partially_charged,0,0,0,15,0,2,3,1,15,0,0,0,0.0,0,4.0
Trident of the seas#Uncharged,0,0,0,15,0,2,3,1,15,0,0,0,0.0,0,4.0
Trident of the swamp (e)#Charged,0,0,0,25,0,2,3,1,15,0,0,0,0.0,0,4.0
Trident of the swamp (e)#Uncharged,0,0,0,25,0,2,3,1,15,0,0,0,0.0,0,4.0
Trident of the swamp#Charged,0,0,0,25,0,2,3,1,15,0,0,0,0.0,0,4.0
Trident of the swamp#Uncharged,0,0,0,25,0,2,3,1,15,0,0,0,0.0,0,4.0
Trollweiss,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Twisted banner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Twisted cane,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Tzhaar-ket-em,-4,-4,62,0,0,0,0,0,0,0,56,0,0.0,0,5.0
Undead chicken (item),-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Vesta's blighted longsword#Active,106,121,-2,0,0,1,4,3,0,0,118,0,0.0,0,5.0
Vesta's blighted longsword#Inactive,106,121,-2,0,0,1,4,3,0,0,118,0,0.0,0,5.0
Vesta's longsword,106,121,-2,0,0,1,4,3,0,0,118,0,0.0,0,5.0
Viggora's chainmace#Charged,53,-2,67,0,0,0,1,0,0,0,66,0,0.0,2,4.0
Viggora's chainmace#Uncharged,53,-2,67,0,0,0,1,0,0,0,66,0,0.0,2,4.0
Void knight mace#Broken,22,0,41,8,0,2,2,2,2,2,38,0,0.0,6,5.0
Void knight mace#Locked,22,0,41,8,0,2,2,2,2,2,38,0,0.0,6,5.0
Void knight mace#Normal,22,0,41,8,0,2,2,2,2,2,38,0,0.0,6,5.0
Volatile nightmare staff,0,0,0,16,0,0,0,0,14,0,0,0,0.15,0,5.0
Volcanic abyssal whip,0,82,0,0,0,0,0,0,0,0,82,0,0.0,0,4.0
Water battlestaff,10,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Western banner 1,12,12,12,0,0,1,1,0,0,0,12,0,0.0,0,5.0
Western banner 2,15,15,15,0,0,1,1,0,0,0,16,0,0.0,0,5.0
Western banner 3,17,17,17,0,0,1,1,0,0,0,18,0,0.0,0,5.0
Western banner 4,24,24,24,0,0,1,1,0,0,0,28,0,0.0,0,5.0
White battleaxe,-2,20,15,0,0,0,0,0,0,-1,24,0,0.0,1,6.0
White dagger#(p),10,5,-4,1,0,0,0,0,1,0,7,0,0.0,1,4.0
White dagger#(p+),10,5,-4,1,0,0,0,0,1,0,7,0,0.0,1,4.0
White dagger#(p++),10,5,-4,1,0,0,0,0,1,0,7,0,0.0,1,4.0
White dagger#(unp),10,5,-4,1,0,0,0,0,1,0,7,0,0.0,1,4.0
White flowers,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
White longsword,13,18,-2,0,0,0,3,2,0,0,16,0,0.0,1,5.0
White mace,8,-2,16,0,0,0,0,0,0,0,13,0,0.0,3,5.0
White magic staff,2,-1,10,10,0,2,3,1,10,0,7,0,0.0,1,5.0
White scimitar,4,19,-2,0,0,0,1,0,0,0,14,0,0.0,1,4.0
White sword,14,10,-2,0,0,0,2,1,0,0,12,0,0.0,1,4.0
White warhammer,-4,-4,22,-4,0,0,0,0,0,0,19,0,0.0,1,6.0
Wilderness sword 1,6,4,-2,0,0,0,2,1,0,0,7,0,0.0,0,4.0
Wilderness sword 2,11,8,-2,0,0,0,2,1,0,0,12,0,0.0,0,4.0
Wilderness sword 3,16,11,-2,0,0,0,2,1,0,0,17,0,0.0,0,4.0
Wilderness sword 4,23,18,-2,0,0,0,2,1,0,0,24,0,0.0,0,4.0
Willow blackjack,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0,4.0
Willow blackjack(d),0,0,0,0,0,0,0,8,0,0,8,0,0.0,0,4.0
Willow blackjack(o),0,0,8,0,0,0,0,0,0,0,8,0,0.0,0,4.0
